timestamp,user_id,location,access_granted,hour,date,is_after_hours
2025-07-04 08:17:59,USER_002,HR Office,True,8,2025-07-04,False
2025-07-04 08:27:59,USER_044,Finance Office,True,8,2025-07-04,False
2025-07-04 08:29:59,USER_009,HR Office,True,8,2025-07-04,False
2025-07-04 08:52:59,USER_036,HR Office,True,8,2025-07-04,False
2025-07-04 09:15:59,USER_028,Parking Garage,True,9,2025-07-04,False
2025-07-04 09:58:59,USER_043,Parking Garage,True,9,2025-07-04,False
2025-07-04 10:41:59,USER_019,HR Office,True,10,2025-07-04,False
2025-07-04 11:10:59,USER_037,Main Lobby,True,11,2025-07-04,False
2025-07-04 11:27:59,USER_006,HR Office,True,11,2025-07-04,False
2025-07-04 11:58:59,USER_008,Executive Floor,True,11,2025-07-04,False
2025-07-04 12:28:59,USER_017,Finance Office,True,12,2025-07-04,False
2025-07-04 12:48:59,USER_009,Main Lobby,True,12,2025-07-04,False
2025-07-04 13:36:59,USER_021,Finance Office,True,13,2025-07-04,False
2025-07-04 13:39:59,USER_033,Main Lobby,True,13,2025-07-04,False
2025-07-04 15:56:59,USER_031,Parking Garage,True,15,2025-07-04,False
2025-07-04 16:22:59,USER_036,Finance Office,True,16,2025-07-04,False
2025-07-04 16:25:59,USER_013,Main Lobby,True,16,2025-07-04,False
2025-07-04 16:55:59,USER_035,Main Lobby,True,16,2025-07-04,False
2025-07-04 18:33:59,USER_010,Parking Garage,True,18,2025-07-04,False
2025-07-05 07:10:59,USER_006,Executive Floor,True,7,2025-07-05,False
2025-07-05 08:42:59,USER_021,HR Office,True,8,2025-07-05,False
2025-07-05 09:22:59,USER_048,Parking Garage,True,9,2025-07-05,False
2025-07-05 09:48:59,USER_032,HR Office,True,9,2025-07-05,False
2025-07-05 10:18:59,USER_015,Parking Garage,True,10,2025-07-05,False
2025-07-05 10:51:59,USER_014,Main Lobby,True,10,2025-07-05,False
2025-07-05 10:55:59,USER_039,Parking Garage,True,10,2025-07-05,False
2025-07-05 11:48:59,USER_048,Parking Garage,True,11,2025-07-05,False
2025-07-05 12:58:59,USER_010,Parking Garage,True,12,2025-07-05,False
2025-07-05 13:07:59,USER_049,Finance Office,True,13,2025-07-05,False
2025-07-05 13:37:59,USER_034,Parking Garage,True,13,2025-07-05,False
2025-07-05 13:39:59,USER_006,HR Office,True,13,2025-07-05,False
2025-07-05 13:40:59,USER_034,Finance Office,True,13,2025-07-05,False
2025-07-05 14:25:59,USER_010,Finance Office,True,14,2025-07-05,False
2025-07-05 14:29:59,USER_044,HR Office,True,14,2025-07-05,False
2025-07-05 14:59:59,USER_004,Executive Floor,True,14,2025-07-05,False
2025-07-05 15:22:59,USER_030,Executive Floor,True,15,2025-07-05,False
2025-07-05 15:26:59,USER_048,HR Office,True,15,2025-07-05,False
2025-07-05 16:32:59,USER_046,Executive Floor,True,16,2025-07-05,False
2025-07-05 18:26:59,USER_013,Parking Garage,True,18,2025-07-05,False
2025-07-06 00:28:59,USER_049,Server Room B,True,0,2025-07-06,True
2025-07-06 02:57:59,USER_031,Server Room A,True,2,2025-07-06,True
2025-07-06 07:31:59,USER_027,Executive Floor,True,7,2025-07-06,False
2025-07-06 08:23:59,USER_042,HR Office,True,8,2025-07-06,False
2025-07-06 08:32:59,USER_025,Finance Office,True,8,2025-07-06,False
2025-07-06 08:33:59,USER_001,HR Office,True,8,2025-07-06,False
2025-07-06 09:25:59,USER_031,Main Lobby,True,9,2025-07-06,False
2025-07-06 10:04:59,USER_047,Finance Office,True,10,2025-07-06,False
2025-07-06 10:35:59,USER_041,Main Lobby,True,10,2025-07-06,False
2025-07-06 10:36:59,USER_038,Finance Office,True,10,2025-07-06,False
2025-07-06 11:17:59,USER_017,HR Office,True,11,2025-07-06,False
2025-07-06 11:35:59,USER_003,Parking Garage,True,11,2025-07-06,False
2025-07-06 11:55:59,USER_034,Finance Office,True,11,2025-07-06,False
2025-07-06 12:11:59,USER_030,HR Office,True,12,2025-07-06,False
2025-07-06 12:53:59,USER_016,Finance Office,True,12,2025-07-06,False
2025-07-06 13:16:59,USER_004,Finance Office,True,13,2025-07-06,False
2025-07-06 13:17:59,USER_004,Parking Garage,True,13,2025-07-06,False
2025-07-06 14:01:59,USER_029,HR Office,True,14,2025-07-06,False
2025-07-06 14:57:59,USER_004,Executive Floor,True,14,2025-07-06,False
2025-07-06 16:01:59,USER_012,Parking Garage,True,16,2025-07-06,False
2025-07-06 16:27:59,USER_007,Finance Office,True,16,2025-07-06,False
2025-07-06 16:33:59,USER_018,Parking Garage,True,16,2025-07-06,False
2025-07-06 16:54:59,USER_018,Executive Floor,True,16,2025-07-06,False
2025-07-06 18:20:59,USER_001,Executive Floor,True,18,2025-07-06,False
2025-07-06 18:58:59,USER_035,Main Lobby,True,18,2025-07-06,False
2025-07-07 08:23:59,USER_018,Finance Office,True,8,2025-07-07,False
2025-07-07 08:40:59,USER_009,Executive Floor,True,8,2025-07-07,False
2025-07-07 09:05:59,USER_004,HR Office,True,9,2025-07-07,False
2025-07-07 09:12:59,USER_001,Executive Floor,True,9,2025-07-07,False
2025-07-07 10:25:59,USER_038,Parking Garage,True,10,2025-07-07,False
2025-07-07 10:36:59,USER_008,Executive Floor,True,10,2025-07-07,False
2025-07-07 11:12:59,USER_029,Finance Office,True,11,2025-07-07,False
2025-07-07 11:27:59,USER_029,Finance Office,True,11,2025-07-07,False
2025-07-07 12:05:59,USER_023,HR Office,True,12,2025-07-07,False
2025-07-07 12:09:59,USER_026,Executive Floor,True,12,2025-07-07,False
2025-07-07 12:38:59,USER_019,Finance Office,True,12,2025-07-07,False
2025-07-07 13:25:59,USER_009,Main Lobby,True,13,2025-07-07,False
2025-07-07 14:07:59,USER_006,HR Office,True,14,2025-07-07,False
2025-07-07 14:27:59,USER_019,Parking Garage,True,14,2025-07-07,False
2025-07-07 14:28:59,USER_035,Parking Garage,True,14,2025-07-07,False
2025-07-07 15:49:59,USER_025,Parking Garage,True,15,2025-07-07,False
2025-07-07 16:31:59,USER_038,HR Office,True,16,2025-07-07,False
2025-07-07 17:03:59,USER_001,Parking Garage,True,17,2025-07-07,False
2025-07-07 17:44:59,USER_035,Executive Floor,True,17,2025-07-07,False
2025-07-07 18:20:59,USER_045,Finance Office,True,18,2025-07-07,False
2025-07-08 03:08:59,USER_049,Server Room B,True,3,2025-07-08,True
2025-07-08 06:59:59,USER_024,Finance Office,True,6,2025-07-08,True
2025-07-08 07:30:59,USER_007,Main Lobby,True,7,2025-07-08,False
2025-07-08 07:52:59,USER_008,Finance Office,True,7,2025-07-08,False
2025-07-08 07:53:59,USER_020,Executive Floor,True,7,2025-07-08,False
2025-07-08 08:22:59,USER_043,Finance Office,True,8,2025-07-08,False
2025-07-08 09:11:59,USER_020,Main Lobby,True,9,2025-07-08,False
2025-07-08 09:32:59,USER_009,Executive Floor,True,9,2025-07-08,False
2025-07-08 09:40:59,USER_008,Main Lobby,True,9,2025-07-08,False
2025-07-08 10:18:59,USER_003,Main Lobby,True,10,2025-07-08,False
2025-07-08 10:43:59,USER_034,Main Lobby,True,10,2025-07-08,False
2025-07-08 10:52:59,USER_020,Finance Office,True,10,2025-07-08,False
2025-07-08 11:14:59,USER_010,Executive Floor,True,11,2025-07-08,False
2025-07-08 11:27:59,USER_029,Finance Office,True,11,2025-07-08,False
2025-07-08 12:18:59,USER_030,HR Office,True,12,2025-07-08,False
2025-07-08 13:05:59,USER_005,Parking Garage,True,13,2025-07-08,False
2025-07-08 14:03:59,USER_042,Main Lobby,True,14,2025-07-08,False
2025-07-08 14:39:59,USER_003,Finance Office,True,14,2025-07-08,False
2025-07-08 14:46:59,USER_039,Parking Garage,True,14,2025-07-08,False
2025-07-08 15:05:59,USER_035,HR Office,True,15,2025-07-08,False
2025-07-08 15:45:59,USER_001,HR Office,True,15,2025-07-08,False
2025-07-08 16:05:59,USER_009,Main Lobby,True,16,2025-07-08,False
2025-07-08 16:17:59,USER_007,Main Lobby,True,16,2025-07-08,False
2025-07-08 17:03:59,USER_010,Finance Office,True,17,2025-07-08,False
2025-07-08 17:04:59,USER_001,Executive Floor,True,17,2025-07-08,False
2025-07-08 17:12:59,USER_014,Main Lobby,True,17,2025-07-08,False
2025-07-08 17:29:59,USER_010,Main Lobby,True,17,2025-07-08,False
2025-07-08 17:30:59,USER_012,Executive Floor,True,17,2025-07-08,False
2025-07-08 17:34:59,USER_043,Finance Office,True,17,2025-07-08,False
2025-07-08 18:07:59,USER_008,Executive Floor,True,18,2025-07-08,False
2025-07-09 07:08:59,USER_003,HR Office,True,7,2025-07-09,False
2025-07-09 08:38:59,USER_043,Main Lobby,True,8,2025-07-09,False
2025-07-09 09:39:59,USER_012,Executive Floor,True,9,2025-07-09,False
2025-07-09 09:39:59,USER_005,Executive Floor,True,9,2025-07-09,False
2025-07-09 09:58:59,USER_016,Main Lobby,True,9,2025-07-09,False
2025-07-09 11:12:59,USER_005,Executive Floor,True,11,2025-07-09,False
2025-07-09 11:37:59,USER_021,Finance Office,True,11,2025-07-09,False
2025-07-09 12:47:59,USER_030,Parking Garage,True,12,2025-07-09,False
2025-07-09 13:05:59,USER_045,HR Office,True,13,2025-07-09,False
2025-07-09 13:40:59,USER_012,HR Office,True,13,2025-07-09,False
2025-07-09 13:49:59,USER_024,Finance Office,True,13,2025-07-09,False
2025-07-09 16:19:59,USER_033,Main Lobby,True,16,2025-07-09,False
2025-07-09 16:19:59,USER_019,HR Office,True,16,2025-07-09,False
2025-07-09 18:06:59,USER_017,Parking Garage,True,18,2025-07-09,False
2025-07-09 18:08:59,USER_030,Main Lobby,True,18,2025-07-09,False
2025-07-09 18:49:59,USER_005,Executive Floor,True,18,2025-07-09,False
2025-07-09 18:52:59,USER_002,Parking Garage,True,18,2025-07-09,False
2025-07-10 01:09:59,USER_031,Server Room B,True,1,2025-07-10,True
2025-07-10 07:56:59,USER_006,Parking Garage,True,7,2025-07-10,False
2025-07-10 08:02:59,USER_021,HR Office,True,8,2025-07-10,False
2025-07-10 08:28:59,USER_048,Finance Office,True,8,2025-07-10,False
2025-07-10 08:29:59,USER_042,Executive Floor,True,8,2025-07-10,False
2025-07-10 09:07:59,USER_035,Executive Floor,True,9,2025-07-10,False
2025-07-10 09:22:59,USER_020,Main Lobby,True,9,2025-07-10,False
2025-07-10 09:36:59,USER_042,Finance Office,True,9,2025-07-10,False
2025-07-10 10:12:59,USER_040,Executive Floor,True,10,2025-07-10,False
2025-07-10 10:20:59,USER_033,Executive Floor,True,10,2025-07-10,False
2025-07-10 10:26:59,USER_013,Finance Office,True,10,2025-07-10,False
2025-07-10 10:32:59,USER_008,Parking Garage,True,10,2025-07-10,False
2025-07-10 10:37:59,USER_016,Executive Floor,True,10,2025-07-10,False
2025-07-10 11:56:59,USER_024,HR Office,True,11,2025-07-10,False
2025-07-10 12:14:59,USER_027,Parking Garage,True,12,2025-07-10,False
2025-07-10 12:20:59,USER_031,Executive Floor,True,12,2025-07-10,False
2025-07-10 12:34:59,USER_014,Main Lobby,True,12,2025-07-10,False
2025-07-10 12:49:59,USER_017,Executive Floor,True,12,2025-07-10,False
2025-07-10 14:27:59,USER_018,Main Lobby,True,14,2025-07-10,False
2025-07-10 14:52:59,USER_013,Main Lobby,True,14,2025-07-10,False
2025-07-10 15:07:59,USER_039,HR Office,True,15,2025-07-10,False
2025-07-10 15:41:59,USER_017,Parking Garage,True,15,2025-07-10,False
2025-07-10 15:54:59,USER_027,HR Office,True,15,2025-07-10,False
2025-07-10 16:11:59,USER_009,HR Office,True,16,2025-07-10,False
2025-07-10 16:16:59,USER_003,Finance Office,True,16,2025-07-10,False
2025-07-10 16:56:59,USER_032,Parking Garage,True,16,2025-07-10,False
2025-07-10 17:20:59,USER_021,Main Lobby,True,17,2025-07-10,False
2025-07-10 17:53:59,USER_017,HR Office,True,17,2025-07-10,False
2025-07-10 23:01:59,USER_005,Server Room A,True,23,2025-07-10,True
2025-07-11 07:26:59,USER_035,Executive Floor,True,7,2025-07-11,False
2025-07-11 08:17:59,USER_045,HR Office,True,8,2025-07-11,False
2025-07-11 08:54:59,USER_010,Main Lobby,True,8,2025-07-11,False
2025-07-11 08:58:59,USER_032,HR Office,True,8,2025-07-11,False
2025-07-11 12:18:59,USER_024,Finance Office,True,12,2025-07-11,False
2025-07-11 12:36:59,USER_044,Parking Garage,True,12,2025-07-11,False
2025-07-11 12:53:59,USER_050,Executive Floor,True,12,2025-07-11,False
2025-07-11 14:08:59,USER_043,Parking Garage,True,14,2025-07-11,False
2025-07-11 15:32:59,USER_002,Main Lobby,True,15,2025-07-11,False
2025-07-11 17:06:59,USER_047,Parking Garage,True,17,2025-07-11,False
2025-07-11 17:19:59,USER_045,Finance Office,True,17,2025-07-11,False
2025-07-11 17:44:59,USER_012,Parking Garage,True,17,2025-07-11,False
2025-07-11 18:19:59,USER_015,Finance Office,True,18,2025-07-11,False
2025-07-11 18:33:59,USER_031,Executive Floor,True,18,2025-07-11,False
2025-07-12 07:05:59,USER_008,Parking Garage,True,7,2025-07-12,False
2025-07-12 07:24:59,USER_015,Main Lobby,True,7,2025-07-12,False
2025-07-12 07:58:59,USER_015,Parking Garage,True,7,2025-07-12,False
2025-07-12 08:51:59,USER_025,Executive Floor,True,8,2025-07-12,False
2025-07-12 09:15:59,USER_022,Executive Floor,True,9,2025-07-12,False
2025-07-12 09:42:59,USER_010,Finance Office,True,9,2025-07-12,False
2025-07-12 09:49:59,USER_041,Executive Floor,True,9,2025-07-12,False
2025-07-12 10:24:59,USER_047,HR Office,True,10,2025-07-12,False
2025-07-12 11:42:59,USER_048,HR Office,True,11,2025-07-12,False
2025-07-12 12:15:59,USER_019,Executive Floor,True,12,2025-07-12,False
2025-07-12 12:53:59,USER_011,HR Office,True,12,2025-07-12,False
2025-07-12 13:04:59,USER_047,HR Office,True,13,2025-07-12,False
2025-07-12 13:26:59,USER_031,Executive Floor,True,13,2025-07-12,False
2025-07-12 14:13:59,USER_016,HR Office,True,14,2025-07-12,False
2025-07-12 15:05:59,USER_003,Parking Garage,True,15,2025-07-12,False
2025-07-12 15:08:59,USER_027,Main Lobby,True,15,2025-07-12,False
2025-07-12 15:29:59,USER_015,Executive Floor,True,15,2025-07-12,False
2025-07-12 15:47:59,USER_045,HR Office,True,15,2025-07-12,False
2025-07-12 15:55:59,USER_019,HR Office,True,15,2025-07-12,False
2025-07-12 16:59:59,USER_033,Main Lobby,True,16,2025-07-12,False
2025-07-12 17:05:59,USER_028,Main Lobby,True,17,2025-07-12,False
2025-07-12 17:26:59,USER_013,Parking Garage,True,17,2025-07-12,False
2025-07-12 17:30:59,USER_016,Main Lobby,True,17,2025-07-12,False
2025-07-12 17:51:59,USER_038,HR Office,True,17,2025-07-12,False
2025-07-12 18:01:59,USER_022,Main Lobby,True,18,2025-07-12,False
2025-07-12 18:40:59,USER_003,HR Office,True,18,2025-07-12,False
2025-07-13 08:26:59,USER_020,Finance Office,True,8,2025-07-13,False
2025-07-13 09:40:59,USER_006,Parking Garage,True,9,2025-07-13,False
2025-07-13 10:44:59,USER_034,Executive Floor,True,10,2025-07-13,False
2025-07-13 10:45:59,USER_033,Executive Floor,True,10,2025-07-13,False
2025-07-13 11:28:59,USER_001,Parking Garage,True,11,2025-07-13,False
2025-07-13 11:34:59,USER_049,Main Lobby,True,11,2025-07-13,False
2025-07-13 11:48:59,USER_042,Executive Floor,True,11,2025-07-13,False
2025-07-13 13:14:59,USER_003,HR Office,True,13,2025-07-13,False
2025-07-13 13:15:59,USER_047,Executive Floor,True,13,2025-07-13,False
2025-07-13 13:24:59,USER_035,HR Office,True,13,2025-07-13,False
2025-07-13 13:35:59,USER_046,HR Office,True,13,2025-07-13,False
2025-07-13 14:49:59,USER_048,Parking Garage,True,14,2025-07-13,False
2025-07-13 14:50:59,USER_049,Parking Garage,True,14,2025-07-13,False
2025-07-13 14:59:59,USER_032,Parking Garage,True,14,2025-07-13,False
2025-07-13 16:49:59,USER_038,Executive Floor,True,16,2025-07-13,False
2025-07-13 17:01:59,USER_031,Executive Floor,True,17,2025-07-13,False
2025-07-13 17:04:59,USER_013,Main Lobby,True,17,2025-07-13,False
2025-07-13 17:35:59,USER_017,Parking Garage,True,17,2025-07-13,False
2025-07-13 18:37:59,USER_024,Main Lobby,True,18,2025-07-13,False
2025-07-13 18:58:59,USER_042,Finance Office,True,18,2025-07-13,False
2025-07-14 07:00:59,USER_013,HR Office,True,7,2025-07-14,False
2025-07-14 07:04:59,USER_027,Finance Office,True,7,2025-07-14,False
2025-07-14 07:18:59,USER_015,Executive Floor,True,7,2025-07-14,False
2025-07-14 07:53:59,USER_050,HR Office,True,7,2025-07-14,False
2025-07-14 09:29:59,USER_003,Finance Office,True,9,2025-07-14,False
2025-07-14 10:33:59,USER_027,HR Office,True,10,2025-07-14,False
2025-07-14 10:39:59,USER_020,Finance Office,True,10,2025-07-14,False
2025-07-14 10:53:59,USER_049,HR Office,True,10,2025-07-14,False
2025-07-14 13:58:59,USER_008,Main Lobby,True,13,2025-07-14,False
2025-07-14 14:24:59,USER_024,HR Office,True,14,2025-07-14,False
2025-07-14 15:27:59,USER_031,Main Lobby,True,15,2025-07-14,False
2025-07-14 15:46:59,USER_017,Finance Office,True,15,2025-07-14,False
2025-07-14 16:39:59,USER_046,HR Office,True,16,2025-07-14,False
2025-07-14 16:40:59,USER_004,Parking Garage,True,16,2025-07-14,False
2025-07-14 18:09:59,USER_028,Executive Floor,True,18,2025-07-14,False
2025-07-14 18:12:59,USER_029,Main Lobby,True,18,2025-07-14,False
2025-07-14 18:53:59,USER_026,HR Office,True,18,2025-07-14,False
2025-07-15 01:12:59,USER_031,Server Room B,True,1,2025-07-15,True
2025-07-15 07:08:59,USER_015,HR Office,True,7,2025-07-15,False
2025-07-15 08:22:59,USER_024,Finance Office,True,8,2025-07-15,False
2025-07-15 09:11:59,USER_032,Executive Floor,True,9,2025-07-15,False
2025-07-15 09:46:59,USER_008,Executive Floor,True,9,2025-07-15,False
2025-07-15 09:58:59,USER_022,Executive Floor,True,9,2025-07-15,False
2025-07-15 10:09:59,USER_007,HR Office,True,10,2025-07-15,False
2025-07-15 11:35:59,USER_038,Main Lobby,True,11,2025-07-15,False
2025-07-15 11:42:59,USER_022,Executive Floor,True,11,2025-07-15,False
2025-07-15 13:08:59,USER_006,Main Lobby,True,13,2025-07-15,False
2025-07-15 13:42:59,USER_044,Parking Garage,True,13,2025-07-15,False
2025-07-15 14:12:59,USER_001,Parking Garage,True,14,2025-07-15,False
2025-07-15 16:22:59,USER_011,Main Lobby,True,16,2025-07-15,False
2025-07-15 16:26:59,USER_045,Executive Floor,True,16,2025-07-15,False
2025-07-15 16:40:59,USER_012,Finance Office,True,16,2025-07-15,False
2025-07-15 17:32:59,USER_023,Parking Garage,True,17,2025-07-15,False
2025-07-15 18:07:59,USER_019,Parking Garage,True,18,2025-07-15,False
2025-07-15 18:26:59,USER_025,HR Office,True,18,2025-07-15,False
2025-07-16 07:34:59,USER_035,HR Office,True,7,2025-07-16,False
2025-07-16 07:41:59,USER_011,HR Office,True,7,2025-07-16,False
2025-07-16 08:01:59,USER_003,Parking Garage,True,8,2025-07-16,False
2025-07-16 08:15:59,USER_011,Parking Garage,True,8,2025-07-16,False
2025-07-16 08:25:59,USER_036,Finance Office,True,8,2025-07-16,False
2025-07-16 09:22:59,USER_041,Finance Office,True,9,2025-07-16,False
2025-07-16 09:33:59,USER_030,Parking Garage,True,9,2025-07-16,False
2025-07-16 09:58:59,USER_028,HR Office,True,9,2025-07-16,False
2025-07-16 10:00:59,USER_006,Main Lobby,True,10,2025-07-16,False
2025-07-16 10:29:59,USER_017,Main Lobby,True,10,2025-07-16,False
2025-07-16 10:41:59,USER_042,Executive Floor,True,10,2025-07-16,False
2025-07-16 10:50:59,USER_013,HR Office,True,10,2025-07-16,False
2025-07-16 11:17:59,USER_035,HR Office,True,11,2025-07-16,False
2025-07-16 11:49:59,USER_009,HR Office,True,11,2025-07-16,False
2025-07-16 11:54:59,USER_037,Finance Office,True,11,2025-07-16,False
2025-07-16 12:45:59,USER_014,Parking Garage,True,12,2025-07-16,False
2025-07-16 12:58:59,USER_015,Executive Floor,True,12,2025-07-16,False
2025-07-16 13:02:59,USER_019,Finance Office,True,13,2025-07-16,False
2025-07-16 13:10:59,USER_038,Main Lobby,True,13,2025-07-16,False
2025-07-16 13:35:59,USER_046,HR Office,True,13,2025-07-16,False
2025-07-16 14:01:59,USER_022,Finance Office,True,14,2025-07-16,False
2025-07-16 14:06:59,USER_038,HR Office,True,14,2025-07-16,False
2025-07-16 14:56:59,USER_009,Executive Floor,True,14,2025-07-16,False
2025-07-16 15:00:59,USER_030,Main Lobby,True,15,2025-07-16,False
2025-07-16 16:44:59,USER_010,Parking Garage,True,16,2025-07-16,False
2025-07-16 17:40:59,USER_002,Main Lobby,True,17,2025-07-16,False
2025-07-16 17:55:59,USER_040,Finance Office,True,17,2025-07-16,False
2025-07-16 18:05:59,USER_042,Main Lobby,True,18,2025-07-16,False
2025-07-16 18:43:59,USER_038,HR Office,True,18,2025-07-16,False
2025-07-17 07:05:59,USER_021,Main Lobby,True,7,2025-07-17,False
2025-07-17 07:29:59,USER_042,Main Lobby,True,7,2025-07-17,False
2025-07-17 07:44:59,USER_008,Main Lobby,True,7,2025-07-17,False
2025-07-17 08:12:59,USER_003,Finance Office,True,8,2025-07-17,False
2025-07-17 08:45:59,USER_006,Finance Office,True,8,2025-07-17,False
2025-07-17 09:46:59,USER_012,Main Lobby,True,9,2025-07-17,False
2025-07-17 10:06:59,USER_032,Parking Garage,True,10,2025-07-17,False
2025-07-17 10:11:59,USER_049,Executive Floor,True,10,2025-07-17,False
2025-07-17 10:11:59,USER_003,HR Office,True,10,2025-07-17,False
2025-07-17 10:32:59,USER_041,Parking Garage,True,10,2025-07-17,False
2025-07-17 11:30:59,USER_029,HR Office,True,11,2025-07-17,False
2025-07-17 12:50:59,USER_050,Main Lobby,True,12,2025-07-17,False
2025-07-17 12:55:59,USER_047,Main Lobby,True,12,2025-07-17,False
2025-07-17 13:40:59,USER_046,Finance Office,True,13,2025-07-17,False
2025-07-17 13:57:59,USER_032,Finance Office,True,13,2025-07-17,False
2025-07-17 15:50:59,USER_022,Finance Office,True,15,2025-07-17,False
2025-07-17 16:36:59,USER_041,Main Lobby,True,16,2025-07-17,False
2025-07-17 16:58:59,USER_015,Main Lobby,True,16,2025-07-17,False
2025-07-17 17:27:59,USER_035,Executive Floor,True,17,2025-07-17,False
2025-07-18 07:16:59,USER_002,Main Lobby,True,7,2025-07-18,False
2025-07-18 07:28:59,USER_008,Parking Garage,True,7,2025-07-18,False
2025-07-18 07:48:59,USER_002,Executive Floor,True,7,2025-07-18,False
2025-07-18 08:20:59,USER_033,Main Lobby,True,8,2025-07-18,False
2025-07-18 08:23:59,USER_008,Executive Floor,True,8,2025-07-18,False
2025-07-18 08:45:59,USER_009,Finance Office,True,8,2025-07-18,False
2025-07-18 10:17:59,USER_019,HR Office,True,10,2025-07-18,False
2025-07-18 11:25:59,USER_046,Executive Floor,True,11,2025-07-18,False
2025-07-18 11:26:59,USER_034,HR Office,True,11,2025-07-18,False
2025-07-18 12:03:59,USER_005,Parking Garage,True,12,2025-07-18,False
2025-07-18 12:24:59,USER_015,HR Office,True,12,2025-07-18,False
2025-07-18 12:25:59,USER_013,Parking Garage,True,12,2025-07-18,False
2025-07-18 13:33:59,USER_043,Finance Office,True,13,2025-07-18,False
2025-07-18 14:03:59,USER_003,Main Lobby,True,14,2025-07-18,False
2025-07-18 14:07:59,USER_047,HR Office,True,14,2025-07-18,False
2025-07-18 14:15:59,USER_020,HR Office,True,14,2025-07-18,False
2025-07-18 14:17:59,USER_022,Executive Floor,True,14,2025-07-18,False
2025-07-18 15:46:59,USER_047,Parking Garage,True,15,2025-07-18,False
2025-07-18 15:46:59,USER_012,Finance Office,True,15,2025-07-18,False
2025-07-18 15:54:59,USER_028,HR Office,True,15,2025-07-18,False
